"A" "C" "G" "H" "I" "L" "S" "V" "freqAR" "freqPR" "freqAlR" "freqCR" "freqPosR" "freqHR" "cluster"
"16" 0.0769230769230769 0.0705128205128205 0.0769230769230769 0.0192307692307692 0.032051282051282 0.134615384615385 0.0384615384615385 0.121794871794872 0.115384615384615 0.378205128205128 0.288461538461538 0.147435897435897 0.0769230769230769 0.782051282051282 "4"
"17" 0.0808823529411765 0.0441176470588235 0.125 0.0441176470588235 0.0220588235294118 0.102941176470588 0.0882352941176471 0.0955882352941176 0.110294117647059 0.433823529411765 0.220588235294118 0.176470588235294 0.110294117647059 0.764705882352941 "1"
"18" 0.108695652173913 0.0652173913043478 0.0978260869565217 0 0.0652173913043478 0.0434782608695652 0.0543478260869565 0.0760869565217391 0.206521739130435 0.391304347826087 0.184782608695652 0.0108695652173913 0 0.804347826086957 "4"
"19" 0.0604026845637584 0.0604026845637584 0.10738255033557 0.0134228187919463 0.0604026845637584 0.114093959731544 0.0469798657718121 0.114093959731544 0.147651006711409 0.355704697986577 0.288590604026846 0.0604026845637584 0.0402684563758389 0.818791946308725 "4"
"20" 0.12 0 0.146666666666667 0 0.04 0.0666666666666667 0.08 0.04 0.08 0.346666666666667 0.146666666666667 0.08 0.04 0.666666666666667 "1"
"21" 0.105769230769231 0 0.153846153846154 0.0384615384615385 0.0576923076923077 0.0576923076923077 0.0576923076923077 0.105769230769231 0.240384615384615 0.490384615384615 0.221153846153846 0.230769230769231 0.125 0.759615384615385 "1"
"22" 0.0708661417322835 0.015748031496063 0.094488188976378 0.0078740157480315 0.102362204724409 0.062992125984252 0.047244094488189 0.125984251968504 0.102362204724409 0.362204724409449 0.291338582677165 0.133858267716535 0.078740157480315 0.732283464566929 "4"
"23" 0.207920792079208 0 0.138613861386139 0 0.0594059405940594 0.099009900990099 0.0297029702970297 0.0594059405940594 0.138613861386139 0.267326732673267 0.217821782178218 0.0693069306930693 0.0198019801980198 0.792079207920792 "4"
"24" 0.12 0 0 0 0.02 0 0 0.06 0.18 0.54 0.08 0.24 0.08 0.5 "3"
"25" 0.0510948905109489 0 0.0656934306569343 0.0364963503649635 0.116788321167883 0.109489051094891 0.0145985401459854 0.175182481751825 0.167883211678832 0.291970802919708 0.401459854014599 0.175182481751825 0.0948905109489051 0.759124087591241 "2"
"26" 0.0769230769230769 0 0.0480769230769231 0.0288461538461538 0.115384615384615 0.163461538461538 0.0288461538461538 0.0865384615384615 0.115384615384615 0.509615384615385 0.365384615384615 0.288461538461538 0.125 0.673076923076923 "2"
"27" 0.0388349514563107 0.029126213592233 0.00970873786407767 0 0.116504854368932 0.12621359223301 0.058252427184466 0.106796116504854 0.0970873786407767 0.427184466019417 0.349514563106796 0.203883495145631 0.12621359223301 0.699029126213592 "2"
"28" 0.162162162162162 0.018018018018018 0.0540540540540541 0.00900900900900901 0.153153153153153 0.0810810810810811 0.027027027027027 0.0630630630630631 0.0810810810810811 0.369369369369369 0.297297297297297 0.144144144144144 0.108108108108108 0.837837837837838 "4"
"29" 0.0458715596330275 0.018348623853211 0.0458715596330275 0 0.0917431192660551 0.0642201834862385 0.073394495412844 0.119266055045872 0.0917431192660551 0.477064220183486 0.275229357798165 0.119266055045872 0.0275229357798165 0.63302752293578 "1"
"30" 0.153846153846154 0.0384615384615385 0.153846153846154 0.0128205128205128 0.115384615384615 0.102564102564103 0 0.0384615384615385 0.128205128205128 0.358974358974359 0.256410256410256 0.128205128205128 0.0769230769230769 0.794871794871795 "4"
"31" 0.188118811881188 0.0297029702970297 0 0.0198019801980198 0.118811881188119 0.0891089108910891 0 0.0594059405940594 0.148514851485149 0.425742574257426 0.267326732673267 0.247524752475248 0.128712871287129 0.821782178217822 "2"
"32" 0.0555555555555556 0.0333333333333333 0.0333333333333333 0 0.222222222222222 0.0777777777777778 0.0333333333333333 0.0777777777777778 0.0222222222222222 0.4 0.377777777777778 0.211111111111111 0.0888888888888889 0.7 "2"
"33" 0.114503816793893 0.0229007633587786 0.0458015267175573 0.00763358778625954 0.0763358778625954 0.083969465648855 0.0534351145038168 0.099236641221374 0.16793893129771 0.343511450381679 0.259541984732824 0.129770992366412 0.0458015267175573 0.732824427480916 "4"
"34" 0.0229007633587786 0.0229007633587786 0.206106870229008 0.0458015267175573 0.0534351145038168 0.099236641221374 0.0916030534351145 0.083969465648855 0.083969465648855 0.435114503816794 0.236641221374046 0.137404580152672 0.0534351145038168 0.66412213740458 "1"
"35" 0.0555555555555556 0.0555555555555556 0.0833333333333333 0.0277777777777778 0.0277777777777778 0.111111111111111 0.12962962962963 0.0555555555555556 0.0833333333333333 0.490740740740741 0.194444444444444 0.194444444444444 0.12962962962963 0.583333333333333 "1"
"36" 0.0759493670886076 0.0379746835443038 0.0379746835443038 0.0126582278481013 0.0886075949367089 0.0126582278481013 0.0126582278481013 0.151898734177215 0.139240506329114 0.556962025316456 0.253164556962025 0.253164556962025 0.126582278481013 0.569620253164557 "3"
"37" 0.114503816793893 0.0229007633587786 0.0458015267175573 0.00763358778625954 0.0763358778625954 0.083969465648855 0.0534351145038168 0.099236641221374 0.16793893129771 0.343511450381679 0.259541984732824 0.129770992366412 0.0458015267175573 0.732824427480916 "4"
"38" 0.0229007633587786 0.0229007633587786 0.206106870229008 0.0458015267175573 0.0534351145038168 0.099236641221374 0.0916030534351145 0.083969465648855 0.083969465648855 0.435114503816794 0.236641221374046 0.137404580152672 0.0534351145038168 0.66412213740458 "1"
"39" 0.0555555555555556 0.0555555555555556 0.0833333333333333 0.0277777777777778 0.0277777777777778 0.111111111111111 0.12962962962963 0.0555555555555556 0.0833333333333333 0.490740740740741 0.194444444444444 0.194444444444444 0.12962962962963 0.583333333333333 "1"
"40" 0.0759493670886076 0.0379746835443038 0.0379746835443038 0.0126582278481013 0.0886075949367089 0.0126582278481013 0.0126582278481013 0.151898734177215 0.139240506329114 0.556962025316456 0.253164556962025 0.253164556962025 0.126582278481013 0.569620253164557 "3"
"41" 0.120967741935484 0.0241935483870968 0.0241935483870968 0 0.0887096774193548 0.137096774193548 0.0967741935483871 0.129032258064516 0.0564516129032258 0.42741935483871 0.354838709677419 0.161290322580645 0.0725806451612903 0.67741935483871 "4"
"42" 0.075 0.0583333333333333 0.0333333333333333 0 0.141666666666667 0.108333333333333 0.05 0.141666666666667 0.05 0.466666666666667 0.391666666666667 0.116666666666667 0.0416666666666667 0.841666666666667 "4"
"43" 0.102272727272727 0.0340909090909091 0 0 0.147727272727273 0.0340909090909091 0.0227272727272727 0.147727272727273 0.136363636363636 0.488636363636364 0.329545454545455 0.181818181818182 0.0454545454545455 0.727272727272727 "2"
"44" 0.0638297872340425 0.0106382978723404 0.0531914893617021 0 0.0957446808510638 0.138297872340426 0.074468085106383 0.138297872340426 0.0212765957446809 0.436170212765957 0.372340425531915 0.202127659574468 0.117021276595745 0.638297872340426 "2"
"45" 0 0.0476190476190476 0.107142857142857 0 0 0.119047619047619 0.0833333333333333 0.178571428571429 0.0357142857142857 0.595238095238095 0.297619047619048 0.321428571428571 0.142857142857143 0.547619047619048 "3"
"46" 0.214285714285714 0 0.0714285714285714 0 0.0357142857142857 0.0714285714285714 0.107142857142857 0.0595238095238095 0.0595238095238095 0.452380952380952 0.166666666666667 0.226190476190476 0.107142857142857 0.583333333333333 "1"
"47" 0.0707964601769911 0 0.106194690265487 0 0.0265486725663717 0.106194690265487 0.132743362831858 0.0707964601769911 0.0707964601769911 0.469026548672566 0.20353982300885 0.212389380530973 0.123893805309735 0.592920353982301 "1"
"48" 0.0687022900763359 0.0229007633587786 0.0381679389312977 0.0305343511450382 0.0763358778625954 0.0534351145038168 0.152671755725191 0.0763358778625954 0.099236641221374 0.480916030534351 0.206106870229008 0.175572519083969 0.106870229007634 0.618320610687023 "1"
"49" 0.116438356164384 0.00684931506849315 0.0684931506849315 0.0205479452054795 0.102739726027397 0.0958904109589041 0.0616438356164384 0.136986301369863 0.13013698630137 0.404109589041096 0.335616438356164 0.191780821917808 0.0821917808219178 0.719178082191781 "2"
"50" 0.0422535211267606 0 0.126760563380282 0 0.0140845070422535 0.211267605633803 0.0845070422535211 0.0845070422535211 0.0422535211267606 0.47887323943662 0.309859154929577 0.183098591549296 0.028169014084507 0.591549295774648 "1"
"51" 0 0 0.176470588235294 0.0882352941176471 0.0882352941176471 0.0294117647058824 0.117647058823529 0.0588235294117647 0.117647058823529 0.5 0.176470588235294 0.0882352941176471 0.0882352941176471 0.764705882352941 "1"
"52" 0.180451127819549 0 0.0526315789473684 0 0.0451127819548872 0.135338345864662 0.135338345864662 0.0075187969924812 0.150375939849624 0.451127819548872 0.18796992481203 0.120300751879699 0.0526315789473684 0.691729323308271 "1"
"53" 0.0942028985507246 0.0217391304347826 0.072463768115942 0.0217391304347826 0.0797101449275362 0.210144927536232 0.0652173913043478 0.0869565217391304 0.144927536231884 0.355072463768116 0.376811594202899 0.101449275362319 0.036231884057971 0.753623188405797 "4"
"54" 0.0245901639344262 0.0245901639344262 0.0737704918032787 0 0.172131147540984 0.122950819672131 0.0819672131147541 0.131147540983607 0.131147540983607 0.385245901639344 0.426229508196721 0.0819672131147541 0.0327868852459016 0.737704918032787 "4"
"55" 0.038961038961039 0.0779220779220779 0.103896103896104 0.012987012987013 0.25974025974026 0 0.155844155844156 0.0649350649350649 0.012987012987013 0.467532467532468 0.324675324675325 0.194805194805195 0.103896103896104 0.714285714285714 "1"
"56" 0.206185567010309 0 0.0412371134020619 0 0.0309278350515464 0.123711340206186 0.0618556701030928 0.0618556701030928 0.103092783505155 0.309278350515464 0.216494845360825 0.123711340206186 0.0927835051546392 0.783505154639175 "4"
"57" 0.0943396226415094 0.0283018867924528 0.0283018867924528 0 0.113207547169811 0.179245283018868 0.0377358490566038 0.0660377358490566 0.141509433962264 0.330188679245283 0.358490566037736 0.141509433962264 0.0849056603773585 0.716981132075472 "2"
"58" 0.0743801652892562 0.00826446280991736 0.0743801652892562 0.0330578512396694 0.132231404958678 0.148760330578512 0.0247933884297521 0.0413223140495868 0.115702479338843 0.371900826446281 0.322314049586777 0.132231404958678 0.0578512396694215 0.743801652892562 "2"
"59" 0.116438356164384 0.0410958904109589 0.0547945205479452 0.0205479452054795 0.0547945205479452 0.102739726027397 0.0479452054794521 0.0684931506849315 0.171232876712329 0.534246575342466 0.226027397260274 0.150684931506849 0.0479452054794521 0.753424657534246 "1"
"60" 0.072463768115942 0.0072463768115942 0.188405797101449 0.0507246376811594 0.0652173913043478 0.0869565217391304 0.0869565217391304 0.0507246376811594 0.0652173913043478 0.442028985507246 0.202898550724638 0.173913043478261 0.108695652173913 0.695652173913043 "1"
"61" 0.12280701754386 0 0.0789473684210526 0.0263157894736842 0.0526315789473684 0.157894736842105 0.0526315789473684 0.0614035087719298 0.087719298245614 0.350877192982456 0.271929824561403 0.12280701754386 0.0789473684210526 0.701754385964912 "4"
"62" 0.141176470588235 0.0352941176470588 0 0.0117647058823529 0.129411764705882 0.0823529411764706 0 0.129411764705882 0.105882352941176 0.352941176470588 0.341176470588235 0.117647058823529 0.0705882352941176 0.823529411764706 "2"
"63" 0.113821138211382 0 0.0813008130081301 0 0.0487804878048781 0.0894308943089431 0.032520325203252 0.032520325203252 0.154471544715447 0.48780487804878 0.170731707317073 0.227642276422764 0.105691056910569 0.67479674796748 "1"
"64" 0.25 0 0.0714285714285714 0.0119047619047619 0.0714285714285714 0.0833333333333333 0.0833333333333333 0.0595238095238095 0.0238095238095238 0.464285714285714 0.214285714285714 0.202380952380952 0.119047619047619 0.630952380952381 "1"
"65" 0.148760330578512 0.0578512396694215 0.0909090909090909 0.0165289256198347 0.12396694214876 0.0661157024793388 0.0413223140495868 0.173553719008264 0.0743801652892562 0.338842975206612 0.363636363636364 0.148760330578512 0.0909090909090909 0.826446280991736 "4"
"66" 0.102803738317757 0 0.0280373831775701 0 0.0280373831775701 0.0280373831775701 0.0280373831775701 0.242990654205607 0.130841121495327 0.439252336448598 0.299065420560748 0.186915887850467 0.0841121495327103 0.710280373831776 "4"
"67" 0.0769230769230769 0 0.0576923076923077 0.0576923076923077 0.0576923076923077 0.0576923076923077 0.0576923076923077 0.0192307692307692 0.0961538461538462 0.557692307692308 0.134615384615385 0.211538461538462 0.0769230769230769 0.5 "3"
"68" 0.0769230769230769 0 0.0576923076923077 0.0576923076923077 0.0576923076923077 0.0576923076923077 0.0576923076923077 0.0192307692307692 0.0961538461538462 0.557692307692308 0.134615384615385 0.211538461538462 0.0769230769230769 0.5 "3"
"69" 0.111111111111111 0 0.0555555555555556 0.0555555555555556 0.0740740740740741 0.0925925925925926 0 0.185185185185185 0.166666666666667 0.333333333333333 0.351851851851852 0.277777777777778 0.185185185185185 0.814814814814815 "2"
"70" 0.138297872340426 0.0106382978723404 0.0638297872340425 0 0.106382978723404 0.0425531914893617 0.074468085106383 0.138297872340426 0 0.436170212765957 0.287234042553192 0.234042553191489 0.117021276595745 0.670212765957447 "1"
"71" 0.141592920353982 0 0.0884955752212389 0.0265486725663717 0.115044247787611 0.079646017699115 0.0707964601769911 0.106194690265487 0.0265486725663717 0.415929203539823 0.300884955752212 0.256637168141593 0.176991150442478 0.707964601769911 "1"
"72" 0 0 0.0422535211267606 0 0.0985915492957746 0.112676056338028 0.112676056338028 0.267605633802817 0 0.408450704225352 0.47887323943662 0.211267605633803 0.183098591549296 0.690140845070423 "2"
"73" 0.0461538461538462 0 0.0461538461538462 0.0230769230769231 0.123076923076923 0.130769230769231 0.0923076923076923 0.192307692307692 0.0615384615384615 0.407692307692308 0.446153846153846 0.153846153846154 0.0615384615384615 0.738461538461539 "2"
"74" 0.0634920634920635 0.0158730158730159 0.0476190476190476 0.0158730158730159 0.111111111111111 0.0476190476190476 0.0634920634920635 0 0.158730158730159 0.523809523809524 0.158730158730159 0.238095238095238 0.126984126984127 0.53968253968254 "3"
"75" 0.0634920634920635 0.0158730158730159 0.0476190476190476 0.0158730158730159 0.111111111111111 0.0476190476190476 0.0634920634920635 0 0.158730158730159 0.523809523809524 0.158730158730159 0.238095238095238 0.126984126984127 0.53968253968254 "3"
"76" 0.0588235294117647 0.0294117647058824 0.0588235294117647 0 0.0686274509803922 0.176470588235294 0.0588235294117647 0.0392156862745098 0.0686274509803922 0.470588235294118 0.284313725490196 0.313725490196078 0.147058823529412 0.617647058823529 "3"
"77" 0.0333333333333333 0.0333333333333333 0.0333333333333333 0.0666666666666667 0.0666666666666667 0.0444444444444444 0.1 0.0888888888888889 0.133333333333333 0.566666666666667 0.2 0.244444444444444 0.144444444444444 0.544444444444444 "3"
"78" 0.146666666666667 0 0.16 0.04 0.0533333333333333 0.0533333333333333 0.04 0.12 0.04 0.466666666666667 0.226666666666667 0.36 0.173333333333333 0.666666666666667 "1"
"79" 0.230769230769231 0 0.0769230769230769 0 0 0 0.0769230769230769 0 0.0256410256410256 0.666666666666667 0 0.333333333333333 0.153846153846154 0.461538461538462 "3"
"80" 0.0808823529411765 0 0.0735294117647059 0.0147058823529412 0.0588235294117647 0.110294117647059 0.0294117647058824 0.161764705882353 0.169117647058824 0.286764705882353 0.330882352941176 0.0882352941176471 0.0441176470588235 0.816176470588235 "4"
"81" 0.0263157894736842 0.0087719298245614 0.0701754385964912 0 0.131578947368421 0.140350877192982 0 0.0789473684210526 0.131578947368421 0.429824561403509 0.350877192982456 0.219298245614035 0.140350877192982 0.754385964912281 "2"
"82" 0.0652173913043478 0.108695652173913 0.0869565217391304 0 0.0217391304347826 0.0217391304347826 0.0869565217391304 0.0652173913043478 0.0652173913043478 0.456521739130435 0.108695652173913 0.195652173913043 0.130434782608696 0.58695652173913 "1"
"83" 0.110091743119266 0.0458715596330275 0.0642201834862385 0.0275229357798165 0.0917431192660551 0.0825688073394495 0.073394495412844 0.0825688073394495 0.110091743119266 0.541284403669725 0.256880733944954 0.192660550458716 0.128440366972477 0.73394495412844 "1"
"84" 0.121212121212121 0.0757575757575758 0.0909090909090909 0.0227272727272727 0.0833333333333333 0.0984848484848485 0.0984848484848485 0.0757575757575758 0.0909090909090909 0.46969696969697 0.257575757575758 0.151515151515152 0.0909090909090909 0.742424242424242 "1"
"85" 0.0588235294117647 0.0490196078431373 0.117647058823529 0.0294117647058824 0.107843137254902 0.0980392156862745 0.0588235294117647 0.0490196078431373 0.0980392156862745 0.450980392156863 0.254901960784314 0.176470588235294 0.147058823529412 0.725490196078431 "1"
"86" 0.116883116883117 0 0.038961038961039 0.012987012987013 0 0.155844155844156 0.038961038961039 0.116883116883117 0.155844155844156 0.51948051948052 0.272727272727273 0.311688311688312 0.0909090909090909 0.623376623376623 "3"
"87" 0.0470588235294118 0 0.0588235294117647 0.0117647058823529 0 0.0823529411764706 0.0941176470588235 0.0823529411764706 0.0823529411764706 0.541176470588235 0.164705882352941 0.352941176470588 0.2 0.423529411764706 "3"
"88" 0.238095238095238 0.0357142857142857 0.0595238095238095 0.0357142857142857 0 0.0714285714285714 0.0476190476190476 0.0476190476190476 0.178571428571429 0.369047619047619 0.119047619047619 0.107142857142857 0.0595238095238095 0.702380952380952 "1"
"89" 0.0423728813559322 0.0508474576271186 0.0508474576271186 0 0.110169491525424 0.11864406779661 0.11864406779661 0.0423728813559322 0.0423728813559322 0.550847457627119 0.271186440677966 0.228813559322034 0.110169491525424 0.559322033898305 "3"
"90" 0.119496855345912 0.0251572327044025 0.0817610062893082 0 0.10062893081761 0.132075471698113 0.0628930817610063 0.0943396226415094 0.0880503144654088 0.383647798742138 0.327044025157233 0.132075471698113 0.0691823899371069 0.748427672955975 "4"
"91" 0.072289156626506 0 0.0963855421686747 0 0.0963855421686747 0.108433734939759 0.036144578313253 0.0843373493975904 0.072289156626506 0.44578313253012 0.289156626506024 0.301204819277108 0.168674698795181 0.698795180722892 "2"
"92" 0.0802919708029197 0.0291970802919708 0.0875912408759124 0 0.124087591240876 0.145985401459854 0.0510948905109489 0.072992700729927 0.0875912408759124 0.416058394160584 0.343065693430657 0.175182481751825 0.0948905109489051 0.751824817518248 "2"
"93" 0.16 0 0.04 0.04 0.04 0.12 0.12 0.04 0.146666666666667 0.506666666666667 0.2 0.2 0.146666666666667 0.666666666666667 "1"
"94" 0.126436781609195 0 0.137931034482759 0 0.0459770114942529 0.114942528735632 0.0344827586206897 0.183908045977011 0.0344827586206897 0.333333333333333 0.344827586206897 0.183908045977011 0.103448275862069 0.724137931034483 "4"
"95" 0.0869565217391304 0 0.0579710144927536 0 0.0579710144927536 0.101449275362319 0 0.0144927536231884 0.072463768115942 0.550724637681159 0.173913043478261 0.347826086956522 0.202898550724638 0.608695652173913 "3"
"96" 0.0380952380952381 0.0285714285714286 0.0380952380952381 0.019047619047619 0.180952380952381 0.0666666666666667 0.0571428571428571 0.171428571428571 0.0857142857142857 0.428571428571429 0.419047619047619 0.257142857142857 0.152380952380952 0.628571428571429 "2"
"97" 0.0970873786407767 0 0.0388349514563107 0.058252427184466 0.058252427184466 0.135922330097087 0.0970873786407767 0.087378640776699 0.12621359223301 0.45631067961165 0.281553398058252 0.233009708737864 0.106796116504854 0.650485436893204 "2"
"98" 0.0896551724137931 0.0206896551724138 0.0896551724137931 0.0275862068965517 0.144827586206897 0.137931034482759 0 0.0896551724137931 0.0827586206896552 0.351724137931034 0.372413793103448 0.255172413793103 0.158620689655172 0.731034482758621 "2"
"99" 0.027972027972028 0.041958041958042 0.118881118881119 0.0699300699300699 0.034965034965035 0.0559440559440559 0.0559440559440559 0.132867132867133 0.153846153846154 0.440559440559441 0.223776223776224 0.195804195804196 0.104895104895105 0.657342657342657 "1"
"100" 0.114754098360656 0 0.122950819672131 0 0.0491803278688525 0.139344262295082 0.0327868852459016 0.0327868852459016 0.131147540983607 0.426229508196721 0.221311475409836 0.131147540983607 0.0901639344262295 0.827868852459016 "4"
"101" 0.1015625 0 0.078125 0.0859375 0.0390625 0.15625 0.125 0.015625 0.2578125 0.375 0.2109375 0.109375 0.1015625 0.78125 "1"
"102" 0.1015625 0 0.078125 0.0859375 0.0390625 0.15625 0.125 0.015625 0.2578125 0.375 0.2109375 0.109375 0.1015625 0.78125 "1"
"103" 0.1015625 0 0.078125 0.0859375 0.0390625 0.15625 0.125 0.015625 0.2578125 0.375 0.2109375 0.109375 0.1015625 0.78125 "1"
"104" 0.1015625 0 0.078125 0.0859375 0.0390625 0.15625 0.125 0.015625 0.2578125 0.375 0.2109375 0.109375 0.1015625 0.78125 "1"
"105" 0.1015625 0 0.078125 0.0859375 0.0390625 0.15625 0.125 0.015625 0.2578125 0.375 0.2109375 0.109375 0.1015625 0.78125 "1"
"106" 0.1015625 0 0.078125 0.0859375 0.0390625 0.15625 0.125 0.015625 0.2578125 0.375 0.2109375 0.109375 0.1015625 0.78125 "1"
"107" 0.1015625 0 0.078125 0.0859375 0.0390625 0.15625 0.125 0.015625 0.2578125 0.375 0.2109375 0.109375 0.1015625 0.78125 "1"
"108" 0.12 0 0.12 0 0.02 0.14 0 0.04 0.06 0.4 0.2 0.16 0.04 0.64 "1"
"109" 0.12 0 0.12 0 0.02 0.14 0 0.04 0.06 0.4 0.2 0.16 0.04 0.64 "1"
"110" 0.139130434782609 0.0260869565217391 0.0869565217391304 0.0260869565217391 0.0782608695652174 0.0608695652173913 0.0173913043478261 0.130434782608696 0.0869565217391304 0.382608695652174 0.269565217391304 0.147826086956522 0.11304347826087 0.782608695652174 "4"
"111" 0.156626506024096 0.036144578313253 0.0481927710843374 0 0.036144578313253 0.0843373493975904 0.108433734939759 0.0963855421686747 0.0843373493975904 0.506024096385542 0.216867469879518 0.180722891566265 0.0963855421686747 0.674698795180723 "1"
"112" 0.0598290598290598 0.0512820512820513 0.0598290598290598 0.0427350427350427 0.0341880341880342 0.179487179487179 0.0341880341880342 0.0341880341880342 0.153846153846154 0.521367521367521 0.247863247863248 0.247863247863248 0.162393162393162 0.658119658119658 "2"
"113" 0.0650406504065041 0.040650406504065 0.113821138211382 0.0894308943089431 0.00813008130081301 0.0650406504065041 0 0.00813008130081301 0.178861788617886 0.642276422764228 0.0813008130081301 0.422764227642276 0.292682926829268 0.642276422764228 "3"
"114" 0.163636363636364 0 0 0 0.0545454545454545 0.0727272727272727 0 0.127272727272727 0.0181818181818182 0.527272727272727 0.254545454545455 0.381818181818182 0.145454545454545 0.545454545454545 "3"
"115" 0.0927835051546392 0 0.0515463917525773 0.0412371134020619 0.0618556701030928 0.0927835051546392 0.144329896907216 0.0721649484536082 0.103092783505155 0.54639175257732 0.22680412371134 0.278350515463918 0.134020618556701 0.54639175257732 "3"
"116" 0.365384615384615 0 0.115384615384615 0 0.0576923076923077 0.0576923076923077 0 0.0576923076923077 0 0.346153846153846 0.173076923076923 0.192307692307692 0.0192307692307692 0.788461538461538 "4"
"117" 0.06 0.03 0.06 0.03 0.06 0.1 0 0 0.12 0.61 0.16 0.41 0.25 0.49 "3"
"118" 0.0297029702970297 0.0297029702970297 0.0891089108910891 0.0297029702970297 0.128712871287129 0.099009900990099 0.0891089108910891 0.0693069306930693 0.0891089108910891 0.465346534653465 0.297029702970297 0.237623762376238 0.227722772277228 0.663366336633663 "2"
"119" 0.0517241379310345 0 0.137931034482759 0.0517241379310345 0 0 0.103448275862069 0.0517241379310345 0.224137931034483 0.586206896551724 0.0517241379310345 0.327586206896552 0.275862068965517 0.689655172413793 "3"
"120" 0.0111111111111111 0.0333333333333333 0.0666666666666667 0.0444444444444444 0.155555555555556 0.0333333333333333 0.0111111111111111 0.166666666666667 0.111111111111111 0.433333333333333 0.355555555555556 0.244444444444444 0.166666666666667 0.722222222222222 "2"
"121" 0.104166666666667 0.0520833333333333 0.114583333333333 0 0.135416666666667 0.114583333333333 0.03125 0.104166666666667 0.104166666666667 0.416666666666667 0.354166666666667 0.09375 0.0625 0.84375 "4"
"122" 0.0686274509803922 0.0686274509803922 0.117647058823529 0.0392156862745098 0.0882352941176471 0.0882352941176471 0.0196078431372549 0.166666666666667 0.107843137254902 0.441176470588235 0.343137254901961 0.176470588235294 0.127450980392157 0.745098039215686 "4"
"123" 0.0517241379310345 0 0.0689655172413793 0 0.120689655172414 0 0 0.103448275862069 0.0344827586206897 0.482758620689655 0.224137931034483 0.241379310344828 0.0517241379310345 0.517241379310345 "3"
"124" 0.162162162162162 0.027027027027027 0.0810810810810811 0 0.0810810810810811 0 0 0 0.027027027027027 0.540540540540541 0.0810810810810811 0.378378378378378 0.216216216216216 0.486486486486487 "3"
